CaseID,tm_start,tm_finish,duration,QFLAG,weight,xacslang,xspanish,xvaccine,xideo,xparty7,urb_sub_rur,DeviceType,Browser,Q1,Q3,DOVQ4Order,Q4,Q5,Q7,DOVQ7aOrder,Q7a,Q7Text,DOVQ7bOrder,Q7ba,Q7bb,Q7bc,Q7bd,Q7be,Q7bf,Q7c,Q7z,Q8a,Q8b,Q8c,Q8d,Q8e,Q9,Q9a,DOVQ11Order,Q11,Q12,DOVQ13Order,Q13,Q14,Q20,us_born,ppage,ppagecat,ppagect4,ppeduc,ppeducat,ppethm,ppgender,pphhhead,pphhsize,pphouse,ppincimp,ppmarit,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppt01,ppt25,ppt612,ppt1317,ppt18ov,ppwork,fips,ppp20071,TQ1,TQ3,TQ4,TQ5,TQ7,TQ7a,TQ7b,TQ7c,TQ7z,TQ8,TQ9,TQ9a,TQ11,TQ12,TQ13,TQ14,TQ20,speeder,refusers
73,2/26/2021 19:22:36,2/26/2021 19:24:52,136,1,1.2886,5,1,1,2,7,1,10,Firefox,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,7,1,1,1,2,88,2,88,2,1,1,1,1,3,1,3,59,5,3,10,3,1,1,1,4,1,19,1,1,4,9,1,93,0,0,0,0,4,2,6075,88,8,4, ,6,8, , ,10,12,23,7, ,7,7,10,7,6,0,0
74,2/26/2021 19:22:59,2/26/2021 19:25:42,163,1,1.4265,5,1,1,4,2,2,4,Safari,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,2,4,2,2,2,2,88,2,88,2,1,2,1,1,3,1,3,56,5,3,12,4,1,2,1,2,1,16,1,0,4,9,1,91,0,0,0,0,2,1,53029,88,6,4, ,6,8, , ,15,21,20,10, ,10,11,11,9,7,0,0
75,2/26/2021 19:22:07,2/26/2021 19:29:36,449,1,.139,5,1,2,4,5,3,10,Chrome,2,4, ,88,3,4,"_3,_5,_1,_2,_4,_6,refused",4, ,"e,d,b,f,c,a",4,4,4,4,4,1,88,1,2,2,2,5,5,3,88,1,3,5,2,2,1,1,3,64,5,4,12,4,2,1,1,3,1,16,3,1,4,9,1,93,0,0,0,0,3,1,6071,2,14,12, ,13,14,26,72, ,21,57,21, ,16,18,43,13,13,0,0
76,2/26/2021 19:24:04,2/26/2021 19:26:59,175,1,1.1623,5,1,1,6,3,3,10,Edge,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,1,88,1,88,1,1,1,1,1,88,1,3,92,7,4,7,1,1,1,1,2,1,12,1,1,1,1,1,15,0,0,0,0,2,5,44005,2,19, , , , , , , , ,60,10, ,11,11,19, ,10,0,0
77,2/26/2021 19:25:00,2/26/2021 19:26:47,107,1,1.238,5,1,1,1,6,1,4,Firefox,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,7,2,2,2,3,88,2,88,1,1,1,1,1,2,1,3,37,3,2,12,4,1,1,1,4,1,15,1,1,2,4,1,46,1,1,0,0,2,1,31109,2,8,5, ,4,6, , ,7,10,15,4, ,5,7,8,6,4,0,0
78,2/26/2021 19:25:01,2/26/2021 19:27:05,124,1,.2789,5,1,2,5,6,3,10,Chrome,2,3,1,2,3,4,"_5,_2,_4,_1,_3,_6,refused",6,personal reasons,"c,f,a,b,d,e",99,99,2,99,3,99,88,1,2,3,3,3,2,4,88,2,3,4,1,99,2,4,3,42,3,2,12,4,2,1,1,5,1,15,4,1,3,5,1,58,0,0,1,2,2,1,13089,88,6,3,2,5,6,29,8, ,7,7,2, ,2,10,2,1,10,0,0
79,2/26/2021 19:25:22,2/26/2021 19:27:52,150,1,.2698,5,1,2,1,7,3,10,Chrome,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,4,1,1,1,1,1,1,3,88,2,2,1,2,1,2,3,3,54,4,3,13,4,2,2,1,5,2,21,5,1,3,5,1,52,0,1,0,0,4,1,24005,1,8,7, ,25,7, , ,9,4,19,8, ,5,6,8,7,7,0,0
81,2/26/2021 19:26:02,2/26/2021 19:29:11,189,1,2.3585,5,1,1,3,5,1,4,Firefox,2,3,2,1,2,4,"_3,_4,_1,_2,_5,_6,refused",1, ,"f,a,b,e,d,c",2,1,1,1,1,2,88,1,3,3,3,4,88,3,88,1,3,5,2,1,2,1,3,37,3,2,12,4,3,1,1,3,3,21,1,1,4,9,2,93,1,1,0,0,1,1,6085,88,9,5,5,8,4,15,31, ,16,21,9, ,10,10,7,7,8,0,0
82,2/26/2021 19:26:12,2/26/2021 19:31:40,328,1,1.2796,5,1,1,2,7,1,3,Safari iPhone,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,3,1,2,2,2,2,88,1,88,1,1,2,2,1,2,1,3,50,4,3,13,4,1,2,1,4,1,21,1,1,3,7,1,74,0,0,1,1,2,4,48167,2,8,10, ,6,15, , ,59,13,79,9, ,8,33,49,16,6,0,0
83,2/26/2021 19:26:07,2/26/2021 19:29:46,219,1,2.3258,5,1,1,3,3,3,7,Chrome,2,4, ,88,3,4,"_5,_4,_1,_3,_2,_6,refused",4, ,"c,d,f,b,e,a",4,2,4,2,2,3,88,3,3,4,4,4,88,4,88,2,3,5,1,2,2,1,3,35,3,2,9,2,1,1,0,1,4,1,5,1,3,5,3,57,0,0,0,0,1,2,45015,2,13,6, ,7,9,13,47, ,19,21,10, ,7,8,11,8,8,0,0
84,2/26/2021 19:26:18,2/26/2021 19:30:01,223,1,1.1114,2,1,1,4,7,3,4,Firefox,2,3,1,1,2,1, ,88, , ,88,88,88,88,88,88,4,7,1,1,1,3,1,1,88,1,1,2,2,1,3,1,2,41,3,2,8,1,4,1,1,2,3,14,1,1,4,9,2,93,0,0,0,0,2,1,6037,88,7,7,10,10,21, , ,31,21,30,7, ,13,8,15,12,6,0,0
85,2/26/2021 19:26:58,2/26/2021 19:28:46,108,1,.1964,5,1,2,4,6,3,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,3,1,2,88,2,1,2,2,1,88,1,3,57,5,3,13,4,2,2,1,3,1,16,1,1,4,9,1,93,0,0,0,0,3,5,6071,1,10, , , , , , , , ,22,9, ,12,7,20, ,7,0,0
86,2/26/2021 19:26:57,2/26/2021 19:28:54,117,1,.3488,5,1,2,2,7,1,4,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,7,1,1,1,2,1,2,88,2,1,1,1,1,2,4,3,27,2,1,13,4,2,2,1,2,3,10,5,1,2,3,2,33,0,0,0,0,2,1,17031,88,13,3, ,4,6, , ,7,7,18,4, ,4,8,8,7,5,0,0
87,2/26/2021 19:27:18,2/26/2021 19:29:23,125,1,.2048,5,1,2,6,3,1,10,Firefox,2,2, ,88,2,2,"_2,_5,_3,_1,_4,_6,refused",3, ,"d,f,a,e,c,b",1,2,4,2,3,2,88,1,2,2,3,3,1,3,88,1,3,3,1,1,3,1,3,45,4,3,12,4,2,1,1,4,1,16,1,1,2,4,1,47,0,0,2,0,2,1,20173,1,4,3, ,3,5,9,23, ,4,19,6, ,4,10,10,5,4,0,0
88,2/26/2021 19:27:06,2/26/2021 19:31:15,249,1,.1611,2,2,3,4,7,3,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,99,2,2,2,2,88,2,1,1,1,1,88,1,2,73,6,4,11,3,4,1,1,1,3,12,1,1,3,5,2,59,0,0,0,0,1,5,12097,1,19, , , , , , , , ,80,30, ,15,13,20, ,17,0,0
89,2/26/2021 19:27:25,2/26/2021 19:29:54,149,1,1.1933,5,1,1,6,1,1,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,3,2,2,2,88,2,88,1,1,2,2,1,88,1,3,81,7,4,12,4,1,1,1,1,1,16,1,1,4,9,1,93,0,0,0,0,1,5,6007,2,8, , , , , , , , ,25,10, ,17,15,18, ,28,0,0
90,2/26/2021 19:27:34,2/26/2021 19:38:18,644,1,2.3389,5,1,1,4,1,3,3,Safari iPhone,2,4, ,88,3,3,"_4,_1,_3,_5,_2,_6,refused",6,Don’t trust vaccines,"e,c,d,a,f,b",4,3,4,3,4,3,88,1,5,5,4,3,88,2,88,1,3,5,1,2,2,1,3,31,2,2,9,2,1,1,1,4,2,13,4,1,4,9,2,93,0,1,0,0,3,1,6029,88,25,5, ,9,6,20,33, ,56,24,93, ,6,6,13,7,13,0,0
91,2/26/2021 19:27:28,2/26/2021 19:30:47,199,1,1.7713,5,1,1,2,5,2,4,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,7,3,3,2,3,88,2,88,2,1,2,1,1,3,1,3,73,6,4,10,3,1,1,1,1,1,4,3,0,4,8,1,85,0,0,0,0,1,2,35029,88,8,8, ,10,12, , ,16,9,27,14, ,12,13,9,11,8,0,0
92,2/26/2021 19:27:30,2/26/2021 19:33:07,337,1,.0939,5,1,1,4,6,1,13,Chrome,2,1, ,88,1,4,"_1,_4,_5,_2,_3,_6,refused",1, ,"d,f,b,e,c,a",4,4,4,1,1,4,88,4,1,2,1,2,3,4,88,1,3,1,2,1,4,1,3,72,6,4,12,4,2,2,1,1,3,13,5,1,2,3,2,33,0,0,0,0,1,5,17031,1,9,10, ,9,8,16,57, ,20,37,10, ,10,22,62,14,8,0,0
93,2/26/2021 19:27:54,2/26/2021 19:33:14,320,1,.5094,2,1,3,3,6,2,3,Safari iPhone,2,3,2,1,2,3,"_1,_3,_4,_2,_5,_6,refused",1, ,"a,d,b,e,f,c",1,3,3,1,1,1,88,1,1,3,2,3,4,3,88,1,3,3,2,2,1,1,1,28,2,1,10,3,4,2,0,4,1,15,1,1,4,8,1,86,0,0,0,0,4,1,4027,88,5,6,15,31,10,10,28, ,10,40,20, ,7,33,68,18,5,0,0
94,2/26/2021 19:26:49,2/26/2021 19:31:16,267,1,1.8227,5,1,1,7,1,3,10,Firefox,2,4, ,88,3,3,"_5,_2,_1,_4,_3,_6,refused",1, ,"e,a,b,f,c,d",2,3,3,2,2,3,88,1,4,4,3,3,88,3,88,2,3,4,2,2,2,1,3,45,4,3,12,4,3,1,1,2,3,13,1,1,4,9,2,93,0,0,0,0,2,2,6059,1,6,4, ,6,8,10,29, ,14,25,13, ,8,15,7,7,5,0,0
95,2/26/2021 19:28:02,2/26/2021 19:31:13,191,1,.2576,5,1,2,2,7,3,10,Chrome,2,1, ,88,3,1, ,88, , ,88,88,88,88,88,88,1,2,1,1,1,3,1,2,88,1,1,2,1,1,4,1,3,51,4,3,10,3,2,1,1,6,1,10,1,1,2,4,1,43,0,0,1,1,4,4,29189,2,7,7, ,10,9, , ,11,18,35,9, ,7,6,12,10,8,0,0
96,2/26/2021 19:28:19,2/26/2021 19:30:27,128,1,.3453,3,2,1,4,1,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,2,1,1,88,2,1,1,1,1,88,1,2,72,6,4,9,2,4,1,1,2,1,8,1,1,3,5,1,59,0,0,0,0,2,5,12086,88,8, , , , , , , , ,42,10, ,9,7,14, ,7,0,0
97,2/26/2021 19:28:26,2/26/2021 19:33:47,321,1,1.3949,5,1,1,2,6,3,10,Chrome,2,1, ,88,1,3,"_2,_3,_5,_4,_1,_6,refused",5, ,"d,e,a,c,b,f",4,4,4,4,2,1,88,2,2,2,2,5,88,3,88,2,3,1,2,1,2,1,3,78,7,4,14,4,1,2,1,1,1,20,2,1,3,5,1,59,0,0,0,0,1,5,12015,88,11,8, ,18,10,11,99, ,19,39,16, ,11,11,11,19,8,0,0
98,2/26/2021 19:28:34,2/26/2021 19:33:36,302,1,.588,5,1,2,4,7,3,8,Chrome,2,2, ,88,2,2,"_1,_3,_4,_5,_2,_6,refused",1, ,"a,d,c,f,b,e",2,2,2,2,2,2,88,1,3,2,2,3,3,1,88,1,3,3,2,1,1,1,3,52,4,3,10,3,2,2,1,1,3,16,1,1,1,2,2,21,0,0,0,0,1,5,36059,88,8,6, ,7,9,16,26, ,14,25,10, ,9,18,14,102,8,0,0
99,2/26/2021 19:28:46,2/26/2021 19:33:32,286,1,.286,5,1,2,5,7,2,8,Chrome,2,5, ,88,1,88, ,88, , ,88,88,88,88,88,88,88,88,4,2,2,2,3,4,88,1,1,5,1,1,2,1,3,62,5,4,9,2,2,2,1,1,4,2,5,1,3,5,3,56,0,0,0,0,1,7,37051,2,14,17, ,15, , , , , ,63,20, ,11,8,7,5,17,0,0
100,2/26/2021 19:29:04,2/26/2021 19:39:57,653,1,.4065,5,1,2,4,5,3,10,Firefox,2,5, ,88,2,88, ,88, , ,88,88,88,88,88,88,88,88,4,4,4,5,4,4,88,1,2,3,2,2,2,1,3,36,3,2,13,4,2,1,1,2,1,18,1,1,3,5,1,57,0,0,0,0,2,1,45057,2,387,43, ,5, , , , , ,18,12, ,6,5,146,4,5,0,0
101,2/26/2021 19:29:14,2/26/2021 19:35:24,370,1,.4919,5,1,2,4,6,3,8,Chrome,2,3,1,2,2,4,"_2,_5,_3,_1,_4,_6,refused",3, ,"d,e,c,a,b,f",2,4,4,1,1,2,88,7,2,4,4,2,4,2,88,1,3,4,2,2,1,1,3,44,3,2,12,4,2,2,0,4,1,17,1,1,3,5,1,52,0,0,0,0,4,1,24033,2,44,3,15,5,12,17,118, ,12,36,35, ,10,13,13,19,4,0,0
102,2/26/2021 19:29:32,2/26/2021 19:31:52,140,1,1.4085,5,1,1,2,5,3,4,Safari,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,1,1,1,1,4,88,1,88,2,1,1,1,1,2,4,3,41,3,2,12,4,1,1,1,4,1,16,1,1,2,3,1,31,0,0,2,0,2,2,39061,88,10,3, ,3,10, , ,10,17,13,14, ,6,5,6,15,8,0,0
103,2/26/2021 19:30:17,2/26/2021 19:35:16,299,1,.2704,2,1,1,7,1,1,10,Chrome,2,2, ,88,2,2,"_2,_5,_3,_4,_1,_6,refused",5, ,"d,c,f,e,b,a",2,2,2,2,2,2,88,2,2,2,2,2,2,2,88,2,1,2,2,2,1,6,2,43,3,2,13,4,4,2,1,2,1,16,1,1,3,5,1,59,0,0,0,0,2,1,12086,2,67,9, ,5,4,3,10, ,86,62,3, ,3,2,2,2,6,0,0
104,2/26/2021 19:30:40,2/26/2021 19:32:52,132,1,1.9327,5,1,1,5,2,3,10,Edge,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,2,1,1,2,3,88,2,88,2,1,1,1,1,3,1,3,24,1,1,9,2,1,1,0,3,3,15,5,1,3,5,2,59,0,0,0,0,3,2,12099,88,9,5, ,5,6, , ,11,12,19,6, ,7,8,10,8,7,0,0
105,2/26/2021 19:30:48,2/26/2021 19:32:49,121,1,1.0924,5,1,1,2,7,3,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,1,88,1,88,2,1,1,1,1,88,1,3,80,7,4,13,4,1,1,1,2,5,19,1,1,3,5,1,54,0,0,0,0,2,5,51059,2,10, , , , , , , , ,27,13, ,9,11,11, ,14,0,0
106,2/26/2021 19:31:10,2/26/2021 19:34:42,212,1,.9294,5,1,2,4,5,3,3,Safari iPhone,2,3,2,2,3,4,"_3,_5,_4,_2,_1,_6,refused",4, ,"e,d,a,b,c,f",3,3,3,3,3,3,88,1,4,4,4,4,4,4,88,1,3,5,2,2,2,1,3,34,2,2,9,2,2,1,0,2,2,10,5,1,3,5,3,52,0,0,0,0,2,1,24003,88,5,3,6,3,9,11,31, ,14,19,23, ,9,14,37,11,4,0,0
107,2/26/2021 19:31:12,2/26/2021 19:33:26,134,1,.3137,5,1,2,6,7,1,8,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,2,3,3,3,4,3,2,88,2,1,1,2,1,2,1,3,46,4,3,10,3,2,2,0,4,1,9,1,1,3,5,1,56,0,0,0,0,4,6,37063,88,4,3, ,4,4, , ,9,8,27,6, ,6,8,9,6,6,0,0
108,2/26/2021 19:31:40,2/26/2021 19:33:33,113,1,1.4669,5,1,1,4,2,3,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,3,2,88,4,88,2,3,2,1,1,88,1,3,70,6,4,10,3,1,2,1,1,1,12,5,1,3,6,1,61,0,0,0,0,1,5,21037,88,20, , , , , , , , ,27,7, ,9,6,8, ,9,0,0
109,2/26/2021 19:32:25,2/26/2021 19:33:48,83,1,.7103,5,1,1,4,3,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,2,4,88,2,88,1,1,1,1,1,88,1,3,46,4,3,14,4,5,2,1,5,1,21,1,1,2,3,1,31,0,0,0,3,2,1,39025,2,5, , , , , , , , ,14,7, ,4,9,15, ,8,0,0
110,2/26/2021 19:32:17,2/26/2021 19:37:16,299,1,.9618,5,1,2,3,6,3,10,Chrome,2,2, ,88,2,3,"_2,_1,_3,_5,_4,_6,refused",1, ,"a,f,c,b,d,e",2,2,4,1,99,3,88,1,2,2,2,3,3,2,88,2,3,3,1,1,3,1,3,28,2,1,13,4,2,1,1,2,3,13,3,1,3,5,2,59,0,0,0,0,2,1,12095,88,8,5, ,5,16,62,19, ,24,13,61, ,4,10,9,5,5,0,0
111,2/26/2021 19:32:46,2/26/2021 19:34:30,104,1,1.6562,5,1,1,6,3,3,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,3,1,88,3,88,1,1,2,2,1,88,1,3,65,6,4,14,4,1,1,1,3,1,17,3,1,4,9,1,93,0,0,0,0,3,2,6087,88,7, , , , , , , , ,19,7, ,9,14,8, ,7,0,0
112,2/26/2021 19:33:13,2/26/2021 19:34:46,93,1,2.8658,5,1,1,4,6,3,10,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,1,2,88,5,3,2,1,1,1,1,88,1,3,73,6,4,12,4,3,2,1,1,1,11,3,1,4,9,2,93,0,0,0,0,1,5,6013,88,7, , , , , , , , ,21,5,8,6,13,9, ,6,0,0
113,2/26/2021 19:21:49,2/26/2021 19:34:24,755,1,1.1838,5,1,1,2,6,3,4,Safari,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,2,3,88,1,88,1,1,1,1,1,88,1,3,51,4,3,13,4,1,1,1,4,1,17,1,1,3,7,1,74,0,0,0,0,4,1,48439,88,4, , , , , , , , ,14,7, ,3,9,5, ,8,0,0
114,2/26/2021 19:33:36,2/26/2021 19:34:56,80,1,1.3583,5,1,1,4,5,2,8,Chrome,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,3,2,1,1,2,2,88,2,88,2,1,2,2,1,2,1,3,30,2,2,12,4,1,1,1,2,1,16,1,1,1,2,1,21,0,0,0,0,2,1,36071,88,5,2, ,3,3, , ,6,4,12,4, ,5,8,6,4,3,0,0
115,2/26/2021 19:33:57,2/26/2021 19:36:07,130,1,.6252,2,1,3,4,2,3,8,Chrome,2,5, ,88,3,88, ,88, , ,88,88,88,88,88,88,88,88,2,4,4,2,3,2,88,2,3,5,2,2,2,1,1,31,2,2,9,2,4,2,1,4,1,13,1,1,3,7,1,74,0,1,1,0,2,7,48039,1,6,4, ,4, , , , , ,37,7, ,9,17,7,16,5,0,0
116,2/26/2021 19:33:38,2/26/2021 19:43:01,563,1,.6561,2,2,3,4,2,3,8,Chrome,2,3,2,2,1,3,"_1,_5,_4,_2,_3,_6,refused",4, ,"a,f,d,c,e,b",2,2,2,2,2,2,88,5,1,1,1,1,1,1,88,2,3,5,2,1,2,1,2,28,2,1,11,3,4,2,0,5,4,5,5,1,3,7,1,74,0,0,0,1,4,4,48141,2,41,13,58,17,12,28,158, ,12,38,11, ,11,22,78,10,6,0,0
117,2/26/2021 19:34:07,2/26/2021 19:36:27,140,1,.2483,5,1,1,4,5,3,3,Safari iPhone,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,7,1,2,2,3,2,1,88,2,1,1,1,1,2,1,3,52,4,3,12,4,2,1,0,1,1,16,1,1,3,5,2,56,0,0,0,0,1,1,37133,88,7,5, ,8,5, , ,16,12,23,7, ,9,8,9,9,4,0,0
118,2/26/2021 19:34:03,2/26/2021 19:42:28,505,1,.1331,5,1,2,5,6,3,4,Safari,2,3,2,2,2,3,"_2,_4,_1,_5,_3,_6,refused",6,I have allergies,"c,d,a,e,f,b",4,4,4,2,3,4,88,5,4,4,4,4,4,3,88,2,3,99,1,2,1,1,3,63,5,4,12,4,2,1,0,7,1,17,1,0,4,8,2,87,0,0,2,3,2,1,49051,2,7,7,14,10,45,71,81, ,28,97,14, ,28,20,23,11,12,0,0
119,2/26/2021 19:34:27,2/26/2021 19:36:16,109,1,2.2592,5,1,1,3,5,3,3,Safari iPhone,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,4,7,1,1,1,2,88,1,88,1,1,2,1,1,3,1,3,29,2,1,12,4,1,2,1,1,1,15,6,1,2,3,1,32,0,0,0,0,1,1,18019,88,5,4, ,4,4, , ,17,7,10,7, ,4,9,5,9,5,0,0
120,2/26/2021 19:34:35,2/26/2021 19:36:20,105,1,.7049,5,1,1,4,3,2,8,Chrome,2,5, ,88,3,88, ,88, , ,88,88,88,88,88,88,88,88,5,5,5,4,88,4,88,2,3,5,2,2,1,1,3,61,5,4,8,1,5,2,0,2,1,21,1,1,3,7,1,71,0,0,0,0,2,5,5143,2,6,3, ,6, , , , , ,17,7, ,10,7,13,6,6,0,0
121,2/26/2021 19:34:32,2/26/2021 19:36:58,146,1,.9204,5,1,1,4,5,3,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,2,2,4,88,3,88,1,1,1,1,1,88,6,3,60,5,4,13,4,1,2,1,4,1,20,1,1,1,2,1,22,0,0,0,1,3,1,34027,2,6, , , , , , , , ,20,22, ,33,6,12, ,8,0,0
122,2/26/2021 19:34:48,2/26/2021 19:39:10,262,1,.4028,1,1,3,4,2,1,8,Chrome,2,1, ,88,3,2,"_1,_4,_3,_2,_5,_6,refused",3, ,"c,a,e,b,d,f",2,2,2,2,2,2,88,1,3,3,2,3,3,3,88,1,1,2,1,1,2,1,1,48,4,3,12,4,4,1,1,5,1,17,6,1,4,9,1,93,0,1,2,0,2,1,6071,2,10,8, ,7,10,13,33, ,18,28,9, ,12,10,17,50,9,0,0
123,2/26/2021 19:16:03,2/26/2021 19:37:10,1267,1,1.1429,5,1,1,4,5,2,10,Edge,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,2,88,3,88,2,1,1,1,1,88,1,3,70,6,4,14,4,1,1,1,2,1,19,1,1,4,9,1,93,0,0,0,0,2,5,6067,2,10, , , , , , , , ,26,17, ,7,15,13, ,6,0,0
124,2/26/2021 19:35:22,2/26/2021 19:37:25,123,1,1.1279,5,1,1,5,3,3,10,Edge,2,1, ,88,1,1, ,88, , ,88,88,88,88,88,88,4,7,1,1,1,1,88,2,88,1,1,1,1,1,4,1,3,58,5,3,10,3,1,1,1,3,1,19,1,1,1,2,1,21,0,0,0,0,3,1,36029,88,6,3, ,5,6, , ,9,12,14,7, ,7,9,10,13,5,0,0
125,2/26/2021 19:37:19,2/26/2021 19:39:13,114,1,.4028,5,1,2,7,7,3,3,Safari iPhone,2,5, ,88,2,88, ,88, , ,88,88,88,88,88,88,88,88,4,4,4,3,5,2,88,1,3,4,2,2,3,1,3,31,2,2,13,4,2,2,1,3,1,15,1,1,3,7,1,72,0,1,0,0,2,1,22063,2,6,2, ,5, , , , , ,22,17, ,10,17,7,7,4,0,0
126,2/26/2021 19:37:20,2/26/2021 19:38:37,77,1,1.3753,5,1,1,1,7,3,10,Firefox,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,2,4,88,2,88,1,1,1,1,1,88,3,3,36,3,2,13,4,1,1,1,2,1,13,1,1,3,5,1,54,0,0,0,0,2,1,51820,88,5, , , , , , , , ,18,6, ,5,9,8, ,8,0,0
127,2/26/2021 19:37:31,2/26/2021 19:40:20,169,1,1.1776,5,1,1,4,6,1,3,Safari iPhone,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,1,7,1,1,1,2,88,1,88,2,1,1,2,1,4,1,3,56,5,3,10,3,1,1,1,2,1,17,1,1,1,2,1,23,0,0,0,0,2,5,42095,2,7,4, ,11,9, , ,24,13,18,6, ,11,6,20,15,9,0,0
128,2/26/2021 19:37:38,2/26/2021 19:42:49,311,1,.7746,2,1,3,2,7,3,3,Safari iPhone,2,1, ,88,3,1, ,88, , ,88,88,88,88,88,88,3,7,2,2,2,3,2,1,88,2,1,2,2,1,2,1,1,57,5,3,9,2,4,2,1,3,1,17,1,1,2,3,1,33,0,0,0,0,3,1,17197,88,23,8, ,17,42, , ,13,10,32,9, ,12,56,14,15,7,0,0
129,2/26/2021 19:38:16,2/26/2021 19:41:19,183,1,.6401,2,1,1,2,7,3,8,Chrome,2,1, ,88,3,99, ,88, , ,88,88,88,88,88,88,88,2,2,1,1,1,1,2,88,2,1,1,1,1,3,1,1,26,2,1,12,4,4,2,0,6,1,15,5,1,4,9,1,93,0,0,0,0,6,1,6111,2,8,7, ,20,3, , , ,10,21,14, ,8,14,18,10,7,0,0
130,2/26/2021 19:38:39,2/26/2021 19:40:24,105,1,.2232,5,1,2,3,7,1,1,Chrome iPad,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,3,2,5,3,1,1,1,1,1,88,1,3,58,5,3,13,4,2,2,1,2,2,19,1,1,4,9,2,93,0,0,0,0,2,1,6077,1,6, , , , , , , , ,25,8,8,8,7,12, ,6,0,0
131,2/26/2021 19:38:48,2/26/2021 19:41:18,150,1,1.4205,5,1,1,1,7,1,10,Chrome,2,1, ,88,2,1, ,88, , ,88,88,88,88,88,88,3,7,1,1,1,3,88,2,88,1,1,1,2,1,1,1,3,38,3,2,13,4,1,1,1,4,2,18,1,1,3,5,2,56,0,2,0,0,2,1,37063,88,6,3, ,4,8, , ,11,12,13,7, ,4,11,9,8,8,0,0
132,2/26/2021 19:38:49,2/26/2021 19:50:17,688,1,.3051,2,1,3,5,5,3,3,Safari iPhone,2,2, ,88,2,3,"_2,_1,_5,_3,_4,_6,refused",1, ,"d,c,b,f,e,a",2,2,2,2,2,2,88,5,3,3,3,3,3,3,88,2,1,2,2,2,2,1,2,31,2,2,13,4,4,1,1,3,3,17,1,1,1,2,1,22,0,0,0,0,3,1,34017,2,4,4, ,564,7,5,12, ,5,10,4, ,5,7,3,8,7,0,0
133,2/26/2021 19:39:13,2/26/2021 19:42:07,174,1,1.5518,5,1,1,6,1,3,8,Chrome,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,1,1,1,1,88,4,88,2,1,1,1,2,88,1,3,39,3,2,12,4,1,1,1,4,1,16,1,1,4,9,1,91,0,0,2,0,2,1,53071,1,11, , , , , , , , ,16,7, ,6,17,22, ,48,0,0
134,2/26/2021 19:33:36,2/26/2021 19:42:31,535,1,1.3017,5,1,1,7,1,2,3,Safari iPhone,1,88, ,88,88,88, ,88, , ,88,88,88,88,88,88,88,88,2,3,2,1,88,2,88,1,1,2,1,1,88,1,3,52,4,3,10,3,1,2,1,2,1,15,1,0,3,6,1,64,0,0,0,0,2,1,28085,1,13, , , , , , , , ,32,9, ,8,39,38, ,7,0,0
